order_id,customer_id,product_id,order_date,amount,profit,quantity,category,subcategory
O79665,C2491,P647,2023-10-15,799.51,6.1,5,Home Decor,Clocks
O79666,C2154,P819,2021-08-21,1764.37,125.65,2,Electronics,Laptops
O79667,C7747,P169,2022-05-19,1229.99,296.02,5,Office Supplies,Printers
O79668,C5079,P290,2023-08-28,1724.23,194.81,5,Clothing,Jackets
O79669,C6799,P862,2021-07-05,1785.06,45.09,5,Electronics,Headphones
O79670,C5428,P763,2022-05-16,212.76,412.41,5,Clothing,Jackets
O79671,C1519,P892,2020-02-20,1097.8,407.87,2,Clothing,Jackets
O79672,C2618,P965,2020-10-13,1573.33,400.07,9,Furniture,Sofas
O79673,C2009,P382,2023-03-25,1070.63,259.15,7,Toys,Puzzles
O79674,C5851,P214,2021-08-17,1978.85,10.93,9,Office Supplies,Printers
O79675,C9774,P874,2024-06-18,1797.28,238.05,10,Toys,Board Games
O79676,C4942,P737,2024-05-14,109.7,114.69,1,Home Decor,Curtains
O79677,C6111,P524,2024-12-16,1804.17,305.02,7,Furniture,Cabinets
O79678,C5751,P371,2021-11-29,117.38,50.38,2,Electronics,Headphones
O79679,C5071,P624,2023-09-02,1121.72,97.33,10,Home Decor,Wall Art
O79680,C2724,P415,2023-02-01,968.63,144.93,10,Toys,Board Games
O79681,C6800,P197,2020-10-05,967.1,366.7,10,Toys,Board Games
O79682,C5623,P925,2022-10-28,1247.72,239.52,9,Electronics,Headphones
O79683,C2489,P619,2024-01-30,1516.32,181.62,5,Office Supplies,Staplers
O79684,C4601,P445,2022-08-07,364.33,452.53,4,Toys,Dolls
O79685,C1648,P175,2023-05-13,758.68,422.33,8,Toys,Dolls
O79686,C4009,P984,2021-06-19,112.58,62.76,10,Furniture,Cabinets
O79687,C1836,P133,2024-10-28,837.03,481.83,8,Home Decor,Wall Art
O79688,C8825,P503,2023-05-18,583.83,188.02,6,Office Supplies,Printers
O79689,C2383,P552,2020-12-18,1921.55,201.38,3,Clothing,Shirts
O79690,C4775,P205,2024-04-12,1482.6,386.54,1,Home Decor,Wall Art
O79691,C5720,P111,2020-12-29,763.59,60.97,1,Toys,Dolls
O79692,C2364,P660,2020-03-03,1081.09,11.63,5,Electronics,Laptops
O79693,C7314,P681,2024-02-08,1706.56,215.17,3,Toys,Board Games
O79694,C9531,P662,2024-03-18,608.93,264.28,8,Home Decor,Clocks
O79695,C3647,P362,2023-06-07,717.94,330.09,8,Toys,Dolls
O79696,C4031,P137,2022-09-23,810.81,396.86,4,Office Supplies,Staplers
O79697,C5024,P227,2023-10-02,1698.64,29.32,4,Clothing,Shoes
O79698,C7944,P345,2021-09-28,1412.89,54.79,3,Clothing,Shoes
O79699,C9682,P847,2023-10-16,1382.92,474.59,1,Home Decor,Lamps
O79700,C4093,P670,2024-06-14,552.56,139.39,8,Clothing,Jackets
O79701,C8564,P657,2020-08-22,1350.47,338.11,6,Clothing,Pants
O79702,C4584,P960,2022-10-05,812.43,329.54,1,Clothing,Pants
O79703,C5637,P770,2024-06-12,1188.37,195.55,2,Electronics,Headphones
O79704,C6976,P643,2024-07-15,318.27,328.75,1,Electronics,TVs
O79705,C9633,P543,2020-05-15,1727.02,18.86,4,Home Decor,Wall Art
O79706,C9835,P523,2022-09-25,1211.36,88.88,9,Electronics,Phones
O79707,C3062,P885,2024-01-07,175.27,169.78,6,Clothing,Shirts
O79708,C1092,P469,2021-04-26,1471.79,31.47,3,Toys,Action Figures
O79709,C7816,P252,2021-07-28,1188.95,65.93,4,Toys,Dolls
O79710,C2806,P335,2022-06-09,1650.41,470.75,10,Electronics,Laptops
O79711,C3999,P553,2020-10-24,909.34,414.68,7,Office Supplies,Pens
O79712,C7317,P978,2020-03-12,1291.39,400.94,5,Furniture,Chairs
O79713,C5375,P893,2023-01-17,1634.92,119.43,3,Furniture,Chairs
O79714,C9440,P430,2023-06-18,1864.74,388.72,9,Toys,Dolls
O79715,C9443,P370,2023-05-05,793.36,405.4,7,Home Decor,Wall Art
O79716,C2128,P119,2023-07-21,17.65,250.13,9,Home Decor,Curtains
O79717,C2582,P175,2021-04-22,1450.16,271.62,4,Furniture,Cabinets
O79718,C2512,P432,2022-04-01,1598.96,202.79,6,Clothing,Pants
O79719,C3333,P975,2020-12-05,1259.88,186.6,8,Office Supplies,Pens
O79720,C6938,P583,2020-02-04,27.47,492.07,3,Office Supplies,Staplers
O79721,C4953,P884,2020-09-11,1380.41,428.34,3,Home Decor,Wall Art
O79722,C7680,P413,2024-08-29,1905.92,418.6,9,Office Supplies,Notebooks
O79723,C3252,P278,2023-01-01,223.84,338.45,3,Home Decor,Lamps
O79724,C8113,P352,2024-01-25,1025.74,493.29,7,Furniture,Chairs
O79725,C1973,P992,2020-06-07,327.47,468.77,4,Office Supplies,Pens
O79726,C7013,P354,2024-05-24,449.19,207.63,7,Home Decor,Wall Art
O79727,C8622,P570,2021-07-24,95.01,124.54,4,Electronics,TVs
O79728,C5294,P111,2021-08-05,461.92,34.75,2,Home Decor,Wall Art
O79729,C2224,P472,2024-11-18,1385.79,268.25,2,Electronics,Laptops
O79730,C9337,P759,2024-10-01,1102.78,8.3,3,Toys,Dolls
O79731,C1582,P874,2022-06-04,864.14,299.02,10,Furniture,Tables
O79732,C9548,P433,2020-01-22,1462.72,349.6,2,Office Supplies,Staplers
O79733,C5700,P877,2023-12-17,893.31,493.93,5,Electronics,Laptops
O79734,C5063,P205,2023-11-05,577.72,418.57,3,Toys,Dolls
O79735,C1965,P777,2024-07-04,17.45,341.23,4,Electronics,Laptops
O79736,C3189,P401,2022-06-27,785.69,343.55,6,Clothing,Pants
O79737,C3566,P103,2022-11-01,767.34,206.48,5,Clothing,Pants
O79738,C6384,P107,2022-07-20,666.94,143.94,6,Clothing,Pants
O79739,C9191,P273,2020-04-25,715.52,368.25,3,Toys,Action Figures
O79740,C3549,P665,2024-02-23,531.38,205.19,4,Office Supplies,Notebooks
O79741,C3824,P737,2021-09-06,1013.11,483.12,9,Office Supplies,Staplers
O79742,C9325,P646,2021-05-31,1696.25,196.95,10,Electronics,TVs
O79743,C4924,P941,2023-12-04,296.51,168.06,1,Office Supplies,Staplers
O79744,C3414,P607,2024-10-28,643.7,103.09,5,Toys,Puzzles
O79745,C4156,P982,2022-02-07,1098.7,340.72,8,Toys,Puzzles
O79746,C2051,P856,2020-06-12,1921.49,183.71,7,Office Supplies,Pens
O79747,C2444,P270,2022-12-06,979.2,160.82,6,Toys,Action Figures
O79748,C5868,P733,2020-10-07,1648.0,300.71,4,Furniture,Tables
O79749,C5693,P244,2024-07-24,1748.05,387.89,6,Electronics,Headphones
O79750,C3222,P505,2021-03-11,729.98,478.25,2,Home Decor,Wall Art
O79751,C8615,P191,2024-08-25,1861.08,239.1,4,Toys,Puzzles
O79752,C7505,P794,2020-09-23,1760.95,115.63,2,Furniture,Cabinets
O79753,C8626,P684,2024-09-19,1821.68,482.39,6,Toys,Board Games
O79754,C6417,P219,2023-01-03,1160.36,133.4,2,Electronics,Headphones
O79755,C4320,P842,2024-04-29,1121.41,230.48,7,Furniture,Tables
O79756,C3680,P776,2024-06-14,1600.19,199.59,1,Toys,Board Games
O79757,C9612,P844,2024-02-15,1818.09,229.11,2,Office Supplies,Pens
O79758,C5940,P538,2020-08-25,490.61,59.65,10,Home Decor,Wall Art
O79759,C3021,P630,2023-01-14,182.99,172.71,3,Office Supplies,Pens
O79760,C7682,P187,2020-10-19,827.14,246.97,9,Clothing,Shoes
O79761,C7912,P664,2024-05-26,23.23,10.55,1,Clothing,Pants
O79762,C1982,P200,2024-04-09,1447.44,55.65,10,Home Decor,Lamps
O79763,C4883,P284,2024-11-02,1427.7,256.98,6,Electronics,Phones
O79764,C4958,P419,2021-09-21,71.44,301.43,2,Toys,Dolls
O79765,C8870,P921,2022-08-12,1433.37,242.41,1,Clothing,Jackets
O79766,C8629,P414,2022-07-24,1014.11,128.79,8,Toys,Action Figures
O79767,C5559,P229,2021-07-23,122.73,17.3,1,Clothing,Shirts
O79768,C3647,P573,2024-05-15,589.6,238.11,5,Furniture,Chairs
O79769,C3539,P239,2022-04-25,1415.95,20.82,4,Clothing,Jackets
O79770,C1896,P704,2021-10-12,1992.55,452.38,5,Toys,Board Games
O79771,C2748,P848,2022-06-02,1955.68,259.79,6,Office Supplies,Notebooks
O79772,C2540,P296,2022-10-09,1024.14,344.18,5,Toys,Puzzles
O79773,C6784,P677,2023-09-18,1935.08,264.65,9,Electronics,Laptops
O79774,C3973,P204,2023-10-11,1355.28,276.86,10,Clothing,Shoes
O79775,C6357,P568,2022-03-30,674.98,301.08,1,Office Supplies,Staplers
O79776,C3020,P390,2023-02-27,1674.95,427.68,3,Electronics,Phones
O79777,C3004,P181,2020-04-16,774.23,6.81,3,Clothing,Pants
O79778,C6858,P887,2023-12-02,815.05,364.21,1,Office Supplies,Printers
O79779,C2419,P940,2022-06-29,1977.94,483.93,10,Clothing,Jackets
O79780,C3136,P940,2023-07-23,1065.03,296.6,7,Toys,Puzzles
O79781,C1029,P707,2021-09-12,1103.13,107.05,7,Furniture,Tables
O79782,C1711,P308,2023-07-25,731.55,92.34,2,Clothing,Jackets
O79783,C4251,P450,2021-04-01,1960.3,135.16,6,Home Decor,Clocks
O79784,C7385,P566,2020-06-05,1002.22,232.97,7,Furniture,Cabinets
O79785,C2638,P597,2023-09-22,1706.28,93.28,8,Toys,Puzzles
O79786,C1621,P744,2020-12-17,1936.79,107.77,8,Toys,Puzzles
O79787,C1477,P567,2021-06-10,1637.81,222.9,9,Clothing,Pants
O79788,C4257,P712,2021-12-03,791.42,79.94,3,Furniture,Chairs
O79789,C7031,P719,2021-10-19,759.38,208.79,2,Office Supplies,Printers
O79790,C3186,P971,2023-10-21,158.52,301.08,10,Office Supplies,Pens
O79791,C5507,P990,2020-09-15,596.3,256.76,2,Toys,Action Figures
O79792,C2036,P145,2020-10-25,1610.31,52.45,4,Clothing,Shoes
O79793,C1482,P158,2020-02-20,422.5,133.13,5,Clothing,Jackets
O79794,C6366,P429,2020-03-24,1584.61,194.27,4,Clothing,Shirts
O79795,C1402,P995,2020-12-18,1865.3,90.36,8,Toys,Action Figures
O79796,C5130,P626,2024-02-19,1309.32,228.66,6,Clothing,Shoes
O79797,C8337,P458,2020-10-10,1996.58,18.92,1,Clothing,Jackets
O79798,C4641,P639,2020-05-23,1777.3,410.9,10,Home Decor,Lamps
O79799,C9962,P262,2023-09-24,1796.03,445.5,6,Toys,Puzzles
O79800,C6665,P607,2023-01-24,1874.73,114.65,3,Toys,Board Games
O79801,C8097,P896,2023-09-24,432.5,161.48,2,Furniture,Sofas
O79802,C5201,P223,2022-12-20,209.76,364.72,7,Clothing,Shirts
O79803,C4709,P282,2021-04-21,1135.45,241.06,7,Office Supplies,Notebooks
O79804,C4257,P497,2021-08-11,686.2,120.5,10,Clothing,Shirts
O79805,C7331,P637,2021-08-16,531.62,359.76,7,Office Supplies,Printers
O79806,C8679,P100,2021-08-20,899.3,393.63,1,Electronics,TVs
O79807,C6479,P199,2024-02-01,1784.66,447.73,4,Home Decor,Wall Art
O79808,C8344,P452,2021-02-07,1048.27,109.39,10,Home Decor,Clocks
O79809,C4010,P113,2021-03-19,1487.58,189.63,4,Toys,Board Games
O79810,C9276,P423,2023-12-04,1629.93,171.48,9,Electronics,Headphones
O79811,C4380,P259,2024-07-15,461.09,297.95,5,Electronics,Phones
O79812,C1902,P856,2020-11-27,1795.22,357.54,10,Office Supplies,Notebooks
O79813,C6920,P737,2020-09-08,1879.48,264.6,3,Home Decor,Clocks
O79814,C6594,P150,2020-12-29,1587.06,205.72,7,Furniture,Cabinets
O79815,C5664,P419,2023-03-13,1513.81,220.31,10,Home Decor,Clocks
O79816,C2192,P632,2022-02-08,15.25,41.73,1,Office Supplies,Pens
O79817,C8551,P429,2020-05-30,1417.41,396.87,2,Clothing,Pants
O79818,C7194,P603,2024-05-07,1851.91,85.16,10,Toys,Puzzles
O79819,C1385,P656,2020-11-14,311.93,469.94,6,Home Decor,Clocks
O79820,C2210,P101,2024-06-01,1784.24,143.51,9,Clothing,Shirts
O79821,C2570,P969,2023-08-23,280.55,133.36,2,Furniture,Chairs
O79822,C2674,P562,2021-02-24,1887.77,198.57,1,Toys,Puzzles
O79823,C8172,P765,2021-09-15,345.35,414.89,3,Office Supplies,Printers
O79824,C4658,P374,2020-08-22,1707.83,220.2,5,Electronics,TVs
O79825,C2901,P456,2021-10-28,837.24,457.23,2,Clothing,Pants
O79826,C4363,P229,2021-02-18,52.81,156.0,2,Furniture,Sofas
O79827,C7901,P193,2020-06-23,1380.64,221.12,1,Home Decor,Wall Art
O79828,C7545,P756,2021-04-06,1364.78,43.67,3,Furniture,Cabinets
O79829,C4025,P257,2024-12-26,1909.39,164.83,2,Clothing,Shoes
O79830,C4342,P157,2021-06-21,645.11,429.68,5,Furniture,Tables
O79831,C8419,P611,2023-04-25,1442.72,34.69,9,Electronics,TVs
O79832,C8037,P978,2022-05-11,1668.38,415.22,1,Office Supplies,Staplers
O79833,C3619,P631,2021-06-07,908.32,349.29,3,Home Decor,Lamps
O79834,C6945,P187,2023-11-29,1558.72,301.43,5,Electronics,Phones
O79835,C7571,P530,2021-11-16,1654.12,327.72,9,Electronics,Phones
O79836,C9693,P311,2023-09-23,935.55,176.14,4,Toys,Board Games
O79837,C7174,P644,2020-03-18,758.51,33.48,7,Office Supplies,Pens
O79838,C3517,P100,2022-11-22,1030.7,115.61,8,Toys,Dolls
O79839,C6244,P387,2020-07-02,1285.09,304.04,4,Furniture,Sofas
O79840,C9691,P531,2020-02-15,290.03,423.89,9,Toys,Board Games
O79841,C8933,P181,2022-07-03,1589.96,357.34,1,Clothing,Pants
O79842,C1082,P366,2022-09-28,1655.86,196.92,6,Home Decor,Lamps
O79843,C1866,P567,2023-11-03,798.13,202.81,9,Office Supplies,Notebooks
O79844,C9755,P496,2023-07-02,418.03,89.85,9,Office Supplies,Staplers
O79845,C3983,P277,2024-04-21,40.96,190.47,1,Toys,Action Figures
O79846,C2029,P111,2020-07-08,1643.03,156.86,1,Furniture,Sofas
O79847,C6945,P197,2022-01-11,629.39,130.49,8,Electronics,Headphones
O79848,C6939,P940,2023-07-07,821.03,359.4,7,Office Supplies,Printers
O79849,C5831,P961,2021-03-07,1982.36,353.34,5,Furniture,Chairs
O79850,C2469,P811,2024-05-25,102.27,223.74,3,Electronics,Headphones
O79851,C1748,P634,2023-02-11,502.55,358.3,7,Office Supplies,Pens
O79852,C3772,P474,2024-11-26,1028.55,317.3,6,Electronics,Phones
O79853,C2199,P585,2022-02-02,682.84,43.57,10,Toys,Board Games
O79854,C2964,P988,2023-12-31,711.83,51.03,6,Clothing,Shoes
O79855,C1204,P267,2024-02-17,768.34,237.77,7,Furniture,Tables
O79856,C7348,P253,2022-10-25,904.65,307.93,9,Office Supplies,Pens
O79857,C7431,P464,2022-08-09,301.4,135.17,5,Clothing,Pants
O79858,C2905,P945,2023-11-12,493.32,177.35,2,Home Decor,Curtains
O79859,C5617,P589,2021-12-14,1628.64,484.97,4,Electronics,TVs
O79860,C7832,P915,2022-08-11,1058.39,169.26,5,Toys,Puzzles
O79861,C1998,P656,2021-04-22,318.16,376.6,6,Toys,Action Figures
O79862,C9031,P203,2022-10-23,1440.79,323.17,4,Electronics,TVs
O79863,C2924,P929,2023-05-08,388.03,37.83,5,Home Decor,Wall Art
O79864,C1887,P407,2021-08-19,1906.5,491.76,6,Toys,Dolls
O79865,C6083,P226,2023-03-03,1865.25,452.85,3,Office Supplies,Staplers
O79866,C3276,P981,2023-10-09,760.79,274.72,2,Office Supplies,Notebooks
O79867,C7508,P625,2021-12-29,1999.17,497.26,2,Clothing,Shoes
O79868,C9237,P646,2023-06-21,1220.31,14.05,4,Office Supplies,Notebooks
O79869,C4478,P597,2022-09-21,1191.32,78.03,3,Electronics,Laptops
O79870,C7537,P269,2020-12-13,1520.29,499.42,3,Toys,Action Figures
O79871,C3092,P637,2021-09-01,836.9,87.19,6,Office Supplies,Notebooks
O79872,C7883,P996,2024-03-08,716.57,310.26,10,Toys,Dolls
O79873,C6776,P562,2020-06-03,1300.93,303.95,1,Home Decor,Clocks
O79874,C9534,P533,2023-11-08,987.03,238.4,9,Toys,Action Figures
O79875,C5140,P441,2020-04-10,932.81,77.36,9,Furniture,Cabinets
O79876,C7179,P706,2021-06-27,16.82,353.05,5,Furniture,Chairs
O79877,C2236,P582,2022-03-01,1084.68,332.27,4,Clothing,Shoes
O79878,C6178,P967,2024-05-18,782.68,453.35,3,Electronics,TVs
O79879,C5513,P360,2024-11-22,1186.09,190.89,9,Clothing,Pants
O79880,C5471,P269,2020-07-11,1657.99,327.7,9,Home Decor,Lamps
O79881,C4600,P533,2023-03-22,390.86,444.39,4,Toys,Puzzles
O79882,C6206,P904,2021-08-10,980.26,110.1,7,Furniture,Chairs
O79883,C4808,P373,2023-08-28,953.84,478.09,2,Electronics,Phones
O79884,C7124,P805,2020-10-11,414.91,254.5,4,Home Decor,Clocks
O79885,C4540,P540,2020-12-12,1143.07,440.25,6,Home Decor,Lamps
O79886,C6658,P417,2020-06-04,831.06,135.99,4,Furniture,Sofas
O79887,C1469,P667,2022-06-08,1222.05,317.47,10,Electronics,Laptops
O79888,C9051,P408,2020-05-17,13.43,62.03,5,Furniture,Cabinets
O79889,C5667,P112,2022-01-14,678.63,455.6,10,Toys,Dolls
O79890,C5281,P445,2023-06-12,290.61,467.67,4,Furniture,Cabinets
O79891,C1347,P259,2020-04-06,955.04,257.39,2,Office Supplies,Staplers
O79892,C9737,P555,2022-06-10,312.06,55.52,1,Clothing,Shirts
O79893,C4140,P729,2023-02-13,718.76,178.85,4,Clothing,Jackets
O79894,C8214,P535,2021-10-04,934.2,73.83,10,Toys,Puzzles
O79895,C2827,P204,2023-02-20,1405.0,63.87,10,Home Decor,Curtains
O79896,C1772,P585,2022-07-23,809.77,36.45,1,Electronics,Headphones
O79897,C1106,P895,2021-08-21,1256.83,131.01,8,Toys,Board Games
O79898,C4006,P292,2023-02-09,1772.6,174.29,3,Home Decor,Clocks
O79899,C7683,P858,2023-04-27,1041.27,419.42,6,Furniture,Sofas
O79900,C9628,P197,2023-07-05,1009.63,492.79,2,Home Decor,Clocks
O79901,C1552,P869,2024-11-02,1055.29,55.41,3,Office Supplies,Staplers
O79902,C7820,P356,2022-01-10,198.37,370.71,9,Clothing,Jackets
O79903,C3048,P900,2021-09-09,310.49,84.75,4,Electronics,TVs
O79904,C8333,P613,2023-09-18,1762.3,117.96,3,Office Supplies,Pens
O79905,C3339,P785,2023-02-17,1614.0,176.53,1,Clothing,Pants
O79906,C2414,P150,2024-08-28,312.98,294.52,6,Toys,Action Figures
O79907,C4007,P783,2021-02-10,886.07,188.89,10,Toys,Action Figures
O79908,C8870,P355,2023-03-21,1560.36,53.08,7,Office Supplies,Notebooks
O79909,C5849,P256,2024-09-19,909.56,270.65,8,Office Supplies,Pens
O79910,C2369,P889,2024-05-01,1197.03,73.48,4,Toys,Puzzles
O79911,C7527,P688,2022-07-11,1936.73,333.55,10,Office Supplies,Pens
O79912,C5155,P347,2024-05-17,764.9,434.96,1,Office Supplies,Printers
O79913,C5669,P858,2021-09-28,17.26,85.22,5,Home Decor,Wall Art
O79914,C5796,P880,2023-06-29,80.75,46.94,9,Toys,Board Games
O79915,C2840,P402,2024-04-11,1238.53,76.75,8,Clothing,Jackets
O79916,C2795,P731,2023-03-06,258.26,184.16,9,Home Decor,Clocks
O79917,C7490,P970,2020-01-05,233.89,226.47,5,Toys,Puzzles
O79918,C2751,P918,2021-08-11,509.71,237.13,4,Clothing,Pants
O79919,C4170,P852,2023-09-25,1352.43,466.79,1,Home Decor,Wall Art
O79920,C3907,P235,2023-09-27,873.99,275.54,8,Home Decor,Curtains
O79921,C7825,P150,2023-03-28,1255.19,334.4,2,Electronics,Headphones
O79922,C8373,P428,2024-01-16,531.24,151.49,6,Office Supplies,Pens
O79923,C8478,P944,2022-09-17,547.06,289.22,7,Furniture,Chairs
O79924,C5821,P464,2022-11-28,345.27,372.39,4,Office Supplies,Notebooks
O79925,C9029,P583,2020-11-09,1848.64,387.5,9,Clothing,Shoes
O79926,C2704,P760,2021-07-23,1526.92,312.61,2,Furniture,Chairs
O79927,C2625,P648,2024-11-09,445.69,322.96,3,Electronics,Laptops
O79928,C9591,P271,2023-05-23,863.77,1.26,3,Clothing,Jackets
O79929,C9079,P681,2023-02-10,273.64,64.98,1,Clothing,Jackets
O79930,C4400,P118,2021-02-23,108.84,256.97,4,Office Supplies,Staplers
O79931,C9488,P519,2020-07-30,1691.15,55.02,3,Toys,Board Games
O79932,C5307,P320,2023-01-26,467.52,327.57,3,Home Decor,Clocks
O79933,C1827,P150,2022-07-18,479.55,438.59,7,Office Supplies,Printers
O79934,C9593,P732,2021-10-22,1297.67,195.39,2,Electronics,Phones
O79935,C2474,P749,2023-07-10,1281.13,273.13,10,Clothing,Shirts
O79936,C7182,P784,2021-03-07,1846.36,418.74,7,Clothing,Shirts
O79937,C7439,P995,2022-05-09,1982.06,370.1,8,Furniture,Chairs
O79938,C1704,P934,2021-07-31,1298.31,476.88,9,Clothing,Jackets
O79939,C9829,P408,2023-03-01,274.41,426.0,4,Furniture,Sofas
O79940,C3946,P286,2020-07-20,1932.38,476.68,1,Clothing,Jackets
O79941,C2622,P493,2020-05-06,1947.05,179.41,5,Clothing,Pants
O79942,C8573,P428,2024-02-23,1875.68,235.57,3,Clothing,Shirts
O79943,C8910,P896,2022-04-01,1035.52,264.54,5,Clothing,Pants
O79944,C6814,P702,2021-07-20,1192.51,379.76,6,Office Supplies,Notebooks
O79945,C1981,P387,2022-12-03,261.96,191.76,3,Electronics,Phones
O79946,C7890,P753,2024-01-19,783.61,239.54,4,Toys,Action Figures
O79947,C7712,P883,2022-01-22,970.19,419.03,3,Home Decor,Wall Art
O79948,C8000,P543,2021-12-12,1237.09,259.48,2,Electronics,Phones
O79949,C1588,P871,2021-09-16,1591.79,223.83,4,Toys,Dolls
O79950,C8944,P407,2022-04-13,845.42,328.92,10,Furniture,Cabinets
O79951,C7157,P827,2021-04-28,127.1,33.77,2,Furniture,Chairs
O79952,C5072,P896,2023-01-14,1188.03,139.63,9,Home Decor,Clocks
O79953,C5567,P688,2021-06-02,1427.23,143.25,5,Clothing,Shoes
O79954,C4879,P550,2024-05-05,1212.02,83.61,1,Office Supplies,Staplers
O79955,C6905,P590,2024-08-26,822.05,484.6,9,Toys,Puzzles
O79956,C5013,P254,2022-11-30,1386.3,218.65,6,Furniture,Chairs
O79957,C2272,P442,2023-11-02,218.86,65.12,9,Home Decor,Clocks
O79958,C4266,P428,2024-06-06,1820.39,96.41,6,Toys,Board Games
O79959,C2129,P228,2022-12-02,1662.48,437.96,1,Toys,Board Games
O79960,C1040,P533,2023-03-17,1380.16,94.93,6,Furniture,Cabinets
O79961,C2407,P471,2022-02-14,979.54,311.52,5,Office Supplies,Pens
O79962,C1094,P637,2022-05-08,340.35,216.79,10,Electronics,Headphones
O79963,C5135,P979,2024-01-04,384.28,139.99,6,Home Decor,Clocks
O79964,C2497,P780,2020-04-29,1688.36,294.58,7,Home Decor,Curtains
O79965,C3086,P401,2021-01-11,18.13,421.88,7,Clothing,Jackets
O79966,C1339,P922,2021-01-16,754.5,301.65,6,Electronics,Headphones
O79967,C6303,P717,2023-11-30,656.97,404.97,9,Toys,Dolls
O79968,C5645,P451,2022-03-12,1151.39,311.87,10,Electronics,Laptops
O79969,C9342,P904,2024-04-01,1060.39,344.15,2,Toys,Board Games
O79970,C1277,P975,2022-08-25,1509.87,178.88,9,Furniture,Sofas
O79971,C5637,P447,2021-10-12,1935.28,229.15,6,Home Decor,Wall Art
O79972,C3294,P874,2020-01-23,1385.27,87.73,8,Clothing,Shirts
O79973,C3570,P162,2024-02-10,210.57,6.57,8,Electronics,Headphones
O79974,C2405,P942,2023-07-06,997.02,242.3,1,Electronics,Laptops
O79975,C2295,P948,2020-04-09,723.91,45.99,7,Furniture,Chairs
O79976,C7353,P881,2021-01-26,445.47,318.46,7,Furniture,Sofas
O79977,C8549,P934,2021-03-28,940.54,187.63,1,Clothing,Shoes
O79978,C9888,P214,2024-11-17,853.19,356.1,5,Clothing,Pants
O79979,C7402,P309,2023-08-31,341.25,13.32,8,Office Supplies,Staplers
O79980,C5435,P273,2021-03-10,1003.55,415.48,5,Clothing,Jackets
O79981,C1805,P606,2022-04-27,1341.25,50.97,2,Clothing,Pants
O79982,C1416,P119,2022-11-19,471.81,417.85,4,Home Decor,Clocks
O79983,C4489,P215,2021-12-15,1153.83,29.2,4,Furniture,Chairs
O79984,C9338,P440,2023-02-19,355.04,418.78,3,Clothing,Shirts
O79985,C8715,P233,2023-12-03,1605.81,249.01,1,Toys,Dolls
O79986,C2785,P973,2022-12-24,186.32,442.29,10,Office Supplies,Printers
O79987,C3877,P912,2022-04-25,1784.99,300.66,7,Home Decor,Clocks
O79988,C3008,P300,2021-04-27,50.05,176.83,1,Office Supplies,Printers
O79989,C5093,P553,2022-04-19,1477.63,121.29,7,Office Supplies,Printers
O79990,C1834,P584,2024-11-21,1021.29,451.84,8,Furniture,Cabinets
O79991,C9531,P547,2022-07-12,622.97,102.26,1,Office Supplies,Staplers
O79992,C5965,P247,2023-10-22,1293.37,212.27,10,Furniture,Sofas
O79993,C4924,P857,2022-03-28,696.71,259.69,9,Clothing,Shirts
O79994,C5759,P707,2022-09-22,582.82,482.7,2,Office Supplies,Pens
O79995,C4357,P672,2020-09-26,712.51,267.76,9,Electronics,Laptops
O79996,C2040,P128,2023-08-20,318.55,315.1,6,Office Supplies,Pens
O79997,C3472,P162,2021-11-04,1543.43,185.73,8,Clothing,Pants
O79998,C8366,P939,2021-09-16,356.3,26.58,8,Office Supplies,Notebooks
O79999,C8703,P455,2023-10-06,341.5,43.33,9,Electronics,Laptops
O80000,C4976,P359,2020-05-05,1116.46,75.38,4,Home Decor,Curtains
O80001,C4014,P803,2021-05-02,1894.6,116.44,10,Home Decor,Clocks
O80002,C1055,P986,2022-11-21,1477.83,399.49,8,Office Supplies,Printers
O80003,C6353,P229,2022-05-12,580.04,258.82,2,Office Supplies,Staplers
O80004,C7924,P812,2024-05-01,1495.82,291.36,8,Office Supplies,Notebooks
O80005,C7451,P785,2020-09-10,652.42,482.94,8,Toys,Action Figures
O80006,C3731,P576,2020-04-20,1177.4,120.83,2,Home Decor,Curtains
O80007,C1003,P396,2021-12-01,85.07,114.18,1,Toys,Action Figures
O80008,C3196,P474,2022-10-01,1388.72,53.41,7,Electronics,Phones
O80009,C7071,P449,2022-07-30,1947.34,205.21,10,Office Supplies,Printers
O80010,C2662,P950,2022-09-22,185.44,272.41,9,Toys,Puzzles
O80011,C1273,P266,2020-11-24,105.71,315.8,5,Office Supplies,Staplers
O80012,C1593,P734,2024-12-26,470.88,187.6,6,Home Decor,Clocks
O80013,C8980,P918,2023-12-15,1452.6,91.93,1,Home Decor,Lamps
O80014,C4086,P356,2024-12-23,20.68,276.9,3,Clothing,Shoes
O80015,C9302,P696,2022-12-03,1554.39,295.38,5,Office Supplies,Notebooks
O80016,C2523,P246,2021-12-16,1450.99,317.61,3,Furniture,Chairs
O80017,C9161,P522,2024-04-19,1320.73,277.81,8,Furniture,Chairs
O80018,C7661,P452,2022-04-27,1530.58,372.2,5,Furniture,Chairs
O80019,C8112,P560,2024-06-01,1008.19,123.45,8,Electronics,Headphones
O80020,C7005,P256,2020-02-27,726.71,139.6,4,Toys,Board Games
O80021,C7966,P612,2021-10-30,1601.0,75.82,4,Office Supplies,Notebooks
O80022,C2376,P462,2020-04-20,342.73,456.89,4,Office Supplies,Pens
O80023,C1450,P740,2020-08-21,1084.1,229.02,10,Electronics,Phones
